QGC WPL 110
0	1	0	16	0	0	0	0	55.9411849976	-3.19034743309	78.4599990845	1
1	0	3	22	0.0	0.0	0.0	0.0	55.9411849976	-3.19034743309	2.5	1
2	0	3	16	0.0	0.0	0.0	0.0	55.9412727356	-3.19037532806	2.5	1
3	0	3	16	0.0	0.0	0.0	0.0	55.9413070679	-3.19052600861	2.5	1
4	0	3	16	0.0	0.0	0.0	0.0	55.9413909912	-3.190554142	2.5	1
5	0	3	16	0.0	0.0	0.0	0.0	55.9413299561	-3.1902525425	2.5	1
6	0	3	16	0.0	0.0	0.0	0.0	55.9414100647	-3.19016075134	2.5	1
7	0	3	16	0.0	0.0	0.0	0.0	55.9414901733	-3.1902153492	2.5	1
8	0	3	16	0.0	0.0	0.0	0.0	55.9415054321	-3.1903731823	2.5	1
9	0	3	16	0.0	0.0	0.0	0.0	55.9414215088	-3.19055747986	2.5	1
10	0	3	16	0.0	0.0	0.0	0.0	55.9414863586	-3.19066095352	2.5	1
11	0	3	16	4.0	0.0	0.0	0.0	55.9415435791	-3.19045877457	2.5	1
12	0	3	16	0.0	0.0	0.0	0.0	55.9415435791	-3.19045877457	2.5	1
